context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,n_gen,n_gen_sizing,mode,feasible,best_economy,gap,n_repair,n_total,wall_s
0,6.0,20.0,241.3288087904857,de,reparam,40,1,40,34,none,1,307.16667756112673,0.2728139632421567,0,40,0.04845841399992423
0,6.0,20.0,241.3288087904857,de,reparam,40,1,40,34,scale,1,306.85105090894456,0.2715060934782272,18,58,0.014834120999921652
0,6.0,20.0,241.3288087904857,de,reparam,40,1,40,34,scale+thin,1,306.47140926004766,0.26993296322991744,36,76,0.018967653000004248
0,6.0,20.0,241.3288087904857,de,reparam,40,2,40,34,none,1,263.7634104091243,0.09296279930721241,0,40,0.046916162999991684
0,6.0,20.0,241.3288087904857,de,reparam,40,2,40,34,scale,1,262.3594843065054,0.08714531688704397,18,58,0.009100689999968381
0,6.0,20.0,241.3288087904857,de,reparam,40,2,40,34,scale+thin,1,258.0320105514722,0.06921345961429615,72,112,0.07944644500003051
0,6.0,20.0,241.3288087904857,de,reparam,40,3,40,35,none,1,374.60250526739475,0.5522494274299974,0,40,0.06229292599994096
0,6.0,20.0,241.3288087904857,de,reparam,40,3,40,35,scale,1,373.29510765625844,0.5468319324459179,18,58,0.009102464000079635
0,6.0,20.0,241.3288087904857,de,reparam,40,3,40,35,scale+thin,1,328.0026836214268,0.3591526236148155,72,112,0.039496428000006745
0,6.0,20.0,241.3288087904857,de,reparam,40,4,40,35,none,1,265.07710050349084,0.09840636860567553,0,40,0.030967357999998057
0,6.0,20.0,241.3288087904857,de,reparam,40,4,40,35,scale,1,262.3604880838661,0.08714947626348013,18,58,0.013470056000073782
0,6.0,20.0,241.3288087904857,de,reparam,40,4,40,35,scale+thin,1,258.0320105514722,0.06921345961429615,72,112,0.052526789000012286
0,6.0,20.0,241.3288087904857,de,reparam,100,0,100,87,none,1,254.98161585407283,0.05657346560492926,0,100,0.08710263300008592
0,6.0,20.0,241.3288087904857,de,reparam,100,0,100,87,scale,1,254.657714189036,0.05523130647084096,18,118,0.011187270999926113
0,6.0,20.0,241.3288087904857,de,reparam,100,0,100,87,scale+thin,1,254.23880564111602,0.05349546502688107,72,172,0.05947919200002616
0,6.0,20.0,241.3288087904857,de,reparam,100,1,100,87,none,1,255.63143100723516,0.05926612031291523,0,100,0.10401844000000438
0,6.0,20.0,241.3288087904857,de,reparam,100,1,100,87,scale,1,253.89088769378048,0.052053789045139576,18,118,0.011179586000025665
0,6.0,20.0,241.3288087904857,de,reparam,100,1,100,87,scale+thin,1,253.89088769378048,0.052053789045139576,18,118,0.0062189699999635195
0,6.0,20.0,241.3288087904857,de,reparam,100,2,100,86,none,1,311.741751338346,0.29177180669296154,0,100,0.06929874100001143
0,6.0,20.0,241.3288087904857,de,reparam,100,2,100,86,scale,1,311.3627625190219,0.29020138159028286,18,118,0.004119521999996323
0,6.0,20.0,241.3288087904857,de,reparam,100,2,100,86,scale+thin,1,310.6153309213048,0.28710423126884743,36,136,0.01601233400003821
0,6.0,20.0,241.3288087904857,de,reparam,100,3,100,87,none,1,245.35452914720253,0.016681474445149336,0,100,0.08367192700006854
0,6.0,20.0,241.3288087904857,de,reparam,100,3,100,87,scale,1,245.25323799554147,0.01626175185931844,18,118,0.011281180000082713
