arm,repair_mode,span_m,load_kNm,optimal,optimal_grade,optimal_type,achieved,gap,feasible,feasible_before,utilization,section_class,h,b,tf,tw,fy,section_type,grade_match,repaired,variant,scale,n_ec3_gen,n_ec3_repair,n_ec3,t_gen,t_repair,sec_per_design,method,seed,gap_mass,gap_co2
ga,none,10.09090909090909,41.81818181818181,1147.2574547707825,355,rolled,1176.252321545703,0.0252731997114921,True,True,1.0009870988659748,2,449.2111890067433,228.51328024628063,14.754390330816394,7.496672705444728,355.0,rolled,1.0,False,original,,4800,1,4801,0.9271571636199952,0.0002155303955078,0.9273726940155028,ga,-1,0.19106216655080832,0.3648657777181139
ga,none,10.09090909090909,52.72727272727273,1318.1429375417918,355,rolled,1319.2374018226085,0.000830307737989,True,True,1.0009997794259655,2,491.1735785787258,245.98089444392423,15.19815756000507,7.844952682873786,355.0,rolled,1.0,False,original,,4800,1,4801,0.9548790454864502,0.0001435279846191,0.9550225734710692,ga,-1,0.2058455216608952,0.36036828738010396
ga,none,10.09090909090909,63.63636363636363,1473.4968374975142,355,rolled,1487.1063050090045,0.0092361701533093,True,True,0.9985461023957224,2,507.4640722501193,263.2138422709769,16.33637838063299,8.220769653355644,355.0,rolled,1.0,False,original,,4800,1,4801,0.9453785419464112,0.0001397132873535,0.9455182552337646,ga,-1,0.24694228590905865,0.3992729759403808
ga,none,10.09090909090909,74.54545454545453,1593.8205978972342,355,rolled,1701.312295685129,0.0674427836669391,True,True,1.000999970544124,2,656.9175824997335,247.69005845989,16.021295103334893,10.189894435993766,355.0,rolled,1.0,False,original,,4800,1,4801,0.9814772605895996,0.0001482963562011,0.9816255569458008,ga,-1,0.31392082506648666,0.4702987152830216
ga,none,10.09090909090909,85.45454545454545,1744.078619322344,355,rolled,1765.418650886993,0.0122357050469093,True,True,1.0009930599442731,2,561.781749912234,282.2999877667816,17.932104197237745,8.97205206651221,355.0,rolled,1.0,False,original,,4800,1,4801,0.9746577739715576,0.0001370906829833,0.974794864654541,ga,-1,0.2676003885766409,0.40885593770681794
ga,none,10.09090909090909,96.36363636363636,1930.113776773892,355,rolled,1951.777094776888,0.0112238554346807,True,True,0.9975640549205368,2,670.6926895451348,276.26440368175776,17.70707930999456,10.430370793082773,355.0,rolled,1.0,False,original,,4800,1,4801,1.007408857345581,0.0001873970031738,1.0075962543487549,ga,-1,0.2797550589005027,0.47555377033647295
ga,none,10.09090909090909,107.27272727272728,2067.605711285596,355,rolled,2053.1113628257262,-0.0070102091422728,True,True,1.0006483861002085,2,683.5833475008036,293.6368030920028,17.729621456273257,10.56851072674736,355.0,rolled,1.0,False,original,,4800,1,4801,0.9762966632843018,0.000154972076416,0.9764516353607178,ga,-1,0.27009298673801196,0.4840414563387858
ga,none,10.09090909090909,118.18181818181816,2170.353625378734,355,rolled,2179.8945774811746,0.0043960357385427,True,True,1.00072183582247,2,727.2968729908644,293.218373176342,17.963988380095202,11.271915092779391,355.0,rolled,1.0,False,original,,4800,1,4801,1.421067237854004,0.0001983642578125,1.4212656021118164,ga,-1,0.27750001627711174,0.4686160921855216
ga,none,10.09090909090909,129.0909090909091,2307.5736162550616,355,rolled,2298.190521380121,-0.004066216916697,True,True,1.000999969523239,2,742.5478715557285,299.9967515919489,18.67563429446652,11.510444336707852,355.0,rolled,1.0,False,original,,4800,1,4801,1.6073157787322998,0.0002110004425048,1.607526779174805,ga,-1,0.3082226496599205,0.49091461520312607
ga,none,10.09090909090909,140.0,2443.406284429296,355,rolled,2569.4814382014783,0.051598113083199,True,True,1.0009998543391525,2,702.3255388749191,276.0463516406402,20.174678208439733,12.295819465861172,460.0,rolled,0.0,False,original,,4800,1,4801,1.62431001663208,0.0002150535583496,1.6245250701904297,ga,-1,0.2169896801583251,0.2992774421950837
ga,none,10.90909090909091,20.0,939.0466900997784,355,rolled,927.005004305344,-0.0128233089167854,True,True,1.000979593080754,2,395.1340527243244,202.04686320182853,12.176194290356044,6.173623386555678,355.0,rolled,1.0,False,original,,4800,1,4801,1.1327238082885742,0.0001885890960693,1.1329123973846436,ga,-1,0.08562604544543362,0.22426199458640683
ga,none,10.90909090909091,30.909090909090907,1197.1649157491154,355,rolled,1215.4067034682157,0.0152374894044447,True,True,1.0000913188287297,1,430.22840590297534,221.12956020691183,14.700704751219872,7.36175910013324,355.0,rolled,1.0,False,original,,4800,1,4801,0.932851791381836,0.0001239776611328,0.9329757690429688,ga,-1,0.17434309150256455,0.3494639295629143
ga,none,10.90909090909091,41.81818181818181,1403.509472950396,355,rolled,1398.027903794988,-0.0039056160724621,True,True,1.0005421040256617,2,482.87925961012,244.60270333554308,15.049898298193437,7.752295545154637,355.0,rolled,1.0,False,original,,4800,1,4801,1.01424241065979,0.0001375675201416,1.0143799781799316,ga,-1,0.19138368565884512,0.3345416133686989
