costing,space,proposals,span_m,load_kNm,reference,achieved,gap
original,raw,400,11.727272727272728,85.45454545454545,2462.677694524864,3180.0488632964557,0.2912972210559601
original,raw,400,11.727272727272728,96.36363636363636,2703.5807115927173,3611.3596627634397,0.3357691328682164
original,raw,400,11.727272727272728,107.27272727272728,2937.489157347384,3239.421205284792,0.10278575741537677
original,raw,400,11.727272727272728,118.18181818181816,3160.0494447625265,4825.443257097186,0.5270151120878463
original,raw,400,11.727272727272728,129.0909090909091,3358.1079283394,3990.107897435871,0.18820120811572538
original,raw,400,11.727272727272728,140.0,3576.995517433856,4418.258812355568,0.23518712584947155
original,raw,400,12.545454545454549,20.0,1212.3908752045115,1787.4056775616425,0.4742816975260844
original,raw,400,12.545454545454549,30.909090909090907,1481.0813508506612,2004.5616377660008,0.35344465488994103
original,raw,400,12.545454545454549,41.81818181818181,1783.0201996892802,2518.7146089683033,0.4126113710922792
original,raw,400,12.545454545454549,52.72727272727273,2087.7440020066583,2901.7629180104864,0.3899036065827155
original,raw,400,12.545454545454549,63.63636363636363,2393.181985113689,3098.208346417553,0.29459788920748187
original,raw,400,12.545454545454549,74.54545454545453,2689.930765449427,3826.470873332594,0.42251649093774235
original,raw,400,12.545454545454549,85.45454545454545,2997.3064139092285,3444.7394265485796,0.14927836892584767
original,raw,400,12.545454545454549,96.36363636363636,3286.35898355342,3978.3464520631337,0.21056356654058916
original,raw,400,12.545454545454549,107.27272727272728,3571.295426634208,4628.636728672325,0.2960666020941918
original,raw,400,12.545454545454549,118.18181818181816,3837.483424001443,4619.741912295365,0.2038467406533424
original,raw,400,12.545454545454549,129.0909090909091,4106.19381133988,,
original,raw,400,12.545454545454549,140.0,4431.563898254406,,
original,raw,400,13.363636363636363,20.0,1408.076363691634,1652.7970723478754,0.17379789545976276
original,raw,400,13.363636363636363,30.909090909090907,1720.040315347003,2713.901685136408,0.5778128343398174
original,raw,400,13.363636363636363,41.81818181818181,2138.6377928116376,3110.224906768254,0.45430185383532584
original,raw,400,13.363636363636363,52.72727272727273,2503.477994394611,2994.4042229465235,0.19609768076696366
