context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,mode,n_gen,n_repair,n_total,feasible,best_economy,gap
13,7.285714,228.571429,1481.0244610123186,ppo_ood_load,policy,40,0,none,40,1,41,1,1663.2815026893668,0.12306146621810066
14,7.285714,244.285714,1543.6092503419804,ppo_ood_load,policy,40,0,none,40,1,41,1,1697.9862174577945,0.10001039257934763
15,7.285714,260.0,1618.4847454305025,ppo_ood_load,policy,40,0,none,40,1,41,1,1841.7305368957952,0.1379350606149281
16,8.571429,150.0,1686.3433188884542,ppo_ood_load,policy,40,0,none,40,1,41,1,1917.4577311482835,0.1370506288198583
17,8.571429,165.714286,1809.7430894999927,ppo_ood_load,policy,40,0,none,40,1,41,1,2002.6811087633232,0.1066107230262372
18,8.571429,181.428571,1926.769836691324,ppo_ood_load,policy,40,0,none,40,1,41,1,2159.8243352140075,0.12095606547530768
19,8.571429,197.142857,2004.21381384588,ppo_ood_load,policy,40,0,none,40,1,41,1,2421.9465238683083,0.2084272182621285
20,8.571429,212.857143,2119.4215005582246,ppo_ood_load,policy,40,0,none,40,1,41,1,2752.4783344108578,0.2986932206198225
21,8.571429,228.571429,2258.167962393494,ppo_ood_load,policy,40,0,none,40,1,41,1,2832.341724417576,0.25426530337251796
22,8.571429,244.285714,2347.8753054507297,ppo_ood_load,policy,40,0,none,40,1,41,1,3158.07094062985,0.3450760921153708
23,8.571429,260.0,2454.6466970028446,ppo_ood_load,policy,40,0,none,40,1,41,1,3172.4226181168037,0.2924151658934757
24,9.857143,150.0,2401.6635135318147,ppo_ood_load,policy,40,0,none,40,1,41,1,2760.6369360259905,0.14946865806620857
25,9.857143,165.714286,2596.489349148936,ppo_ood_load,policy,40,0,none,40,1,41,1,3503.7150235473746,0.3494047355502552
26,9.857143,181.428571,2778.4364695846,ppo_ood_load,policy,40,0,none,40,1,41,1,3868.842869398774,0.39245324186850983
27,9.857143,197.142857,2934.59017073786,ppo_ood_load,policy,40,0,none,40,1,41,1,3508.506938405213,0.19556964832436896
28,9.857143,212.857143,3092.903946849261,ppo_ood_load,policy,40,0,none,40,1,41,1,3955.860862849915,0.27901187066599586
29,9.857143,228.571429,3278.0505051710666,ppo_ood_load,policy,40,0,none,40,1,41,1,3983.1033283797055,0.21508296534676052
30,9.857143,244.285714,3503.3130527973344,ppo_ood_load,policy,40,0,none,40,1,41,1,3857.5122571557768,0.1011040689257332
31,9.857143,260.0,3720.59576057169,ppo_ood_load,policy,40,0,none,40,1,41,1,6472.939936165688,0.7397589936432882
